UUID,Title,Author,Language,Description,AI Result,Call to Action with Gemini_fewshot_v3
820dbe48-1936-4037-9e52-73d5e5524483,Kuai su xue hui shuo Guangdong hua. Dan zi pian / He Jiawen bian zhu. 快速学会说广东话. 单字篇 / 何嘉文编著. ,"He, Jiawen.|何嘉文.",Chinese,,"Want to unlock the secrets of Cantonese?  ""Kuai su xue hui shuo Guangdong hua"" is your fast track to fluency! 
","快速掌握粤语，就从这本单字篇开始！
"
6bcbbe27-8034-4c46-a965-4feac166aa4c,Beauty in disarray / Harumi Setouchi ; translated by Sanford Goldstein & Kazuji Ninomiya. ,"Setouchi, Harumi, 1922-",English|Japanese,,"**Dive into the raw and captivating world of ""Beauty in Disarray"" - a Japanese literary masterpiece exploring life's complexities.** 
","Discover the beauty in imperfection with Harumi Setouchi's captivating novel, Beauty in Disarray. 美しさの乱れの中に隠された魅力を探る、瀬戸内晴美の小説「Beauty in Disarray」を読んでみませんか。
"
dadff58d-8a00-4772-bad8-c6f3063e191c,Xi you ji ren wu hua zhuan / Liu Huaiyu zhu. 西游记人物画传 / 刘怀玉著. ,"Liu, Huaiyu.|刘怀玉.",Chinese,,"Journey to the West like never before! Explore vibrant character portraits in Liu Huaiyu's captivating art book. 
","重温西游经典，跟随刘怀玉的画笔，领略不一样的西游人物魅力！
"
8d5589e5-d6ab-4118-8c06-e29add4ac729,Homer's Iliad / retold by Vı́tězslav Kocourek ; translated by Vladimı́r Vařecha ; illustrations by Jiřı́ Běhounek. ,"Kocourek, Vítezslav.",English|cze,,"Epic battles and ancient gods collide in this stunning retelling of Homer's Iliad. 
","Experience Homer's epic poem like never before: Kocourek's Iliad retold, a captivating blend of ancient myth and modern storytelling.  
"
31e2e48d-5eb9-4b40-aaf5-ed20c6756b9f,Chicken soup for the golden soul : heartwarming stories of people 60 and over / [compiled by] Jack Canfield ... [et al.]. ,,English,,"Warm your heart with inspiring stories about life's adventures after 60 - Chicken Soup for the Golden Soul: click to borrow! 
","Discover heartwarming stories of resilience and wisdom in Chicken Soup for the Golden Soul – a comforting read for every generation.
"
abe0981b-454b-4a40-99ad-cf82fc0b73f4,"Shi jian guan li / [Bian zhu zhe], Tim Hindle ; [zhong wen ban yi zhe, lin feng sheng]. 时间管理 / [编著者], Tim Hindle ; [中文版译者, 林凤生]. ","Hindle, Tim.",Chinese|English,,"**Conquer your schedule and own your time!**  Learn practical time management skills from Tim Hindle's essential guide. 
","Master your time, master your life: Conquer your schedule with Tim Hindle's 时间管理 (Time Management).
"
6f59bba8-23e9-4d03-8306-f79067a6c47a,The hero and the outlaw : building extraordinary brands through the power of archetypes / Margaret Mark and Carol S. Pearson. ,"Mark, Margaret.",English,,"Unleash your inner hero: Discover how legendary brands are built using powerful archetypes. 
","Unleash your inner hero and outlaw: discover the secrets to building iconic brands with the power of archetypes in The Hero and the Outlaw.
"
88cf135e-28f7-470d-8adb-49b1b99e72d3,Swiss graphic design : the origins and growth of an international style 1920-1965 / Richard Hollis. ,"Hollis, Richard.",English,,"**Discover the roots of cool: Swiss design that still shapes the world today.** 
","Discover the clean lines and bold impact of Swiss design's rise to global influence from 1920-1965.
"
9231f6ed-1227-49a6-bf4b-fdb3b8b515ad,Wilma's wicked revenge [sound recording] / by Kaye Umansky. ,"Umansky, Kaye.",English,"It's bad enough having two bossy older sisters. When they're Wicked Queens as well, you're in big trouble. Wilma's too young to be a Wicked Queen herself, but she's got her Grade Three Magic certificate and she's very, very angry. She wants revenge, and has a cunning plan that involves a really soppy girl called Snow Drop or Snow Plow or something. Can Wilma get her revenge? You just wait!. ","Wilma's had enough of her wicked older sisters. Armed with magic and revenge, can she unleash chaos with a hilariously soppy plan? 
","Two wicked sisters and a magic certificate? Wilma's revenge is brewing, and you won't want to miss it.
"
8b8a5739-ef4d-43dd-9ca3-3371e4628b8d,Exploring earth and life through time / Steven M. Stanley. ,"Stanley, Steven M.",English,,"**Uncover Earth's epic history and the secrets of life's evolution. Explore now!** 
","Uncover the mysteries of Earth's past and the evolution of life with Steven M. Stanley's Exploring Earth and Life Through Time.
"
e1391615-7563-4449-8b42-c2db65af9429,The outsourcing process : strategies for evaluation and management / Ronan McIvor. ,"McIvor, Ronan, 1968-",English,,"**Nail your outsourcing game!** Learn to evaluate and manage like a pro with ""The Outsourcing Process"" by Ronan McIvor. 
","Master the art of outsourcing and management with Ronan McIvor's essential guide, The Outsourcing Process.
"
dffca614-c1b4-4e70-bce4-31f19b9af6e1,"United States foreign policy for the 1970's : a new strategy for peace : a report by President Richard Nixon to the Congress, February 18, 1970. ","Nixon, Richard M. (Richard Milhous), 1913-",English,,"**Nixon's blueprint for peace or a recipe for disaster? Dive into the 1970s foreign policy debate.** 
","Dive into Nixon's 1970s foreign policy vision: a blueprint for peace or a relic of the past?  Borrow and decide.
"
5fe1e70d-5c0e-4072-82df-ff9fc4ba944c,Pak Lah pemimpin gemilang : jawapan kepada tuduhan 70 dalil / Syeikh Abu Muhammad Iqamuddin. ,"Abu Muhammad Iqamuddin, Syiekh.",Malay,,"Is Pak Lah a brilliant leader or facing 70 accusations? Uncover the truth in ""Pak Lah Pemimpin Gemilang"" by Syeikh Abu Muhammad Iqamuddin. 
","Ungkai kebenaran di sebalik 70 dalil dan temui kepimpinan gemilang Pak Lah dalam ""Pak Lah Pemimpin Gemilang"".
"
dbe4a72f-1da9-415f-85e2-feb13a8663c1,Party politics. Vol.2. The growth of parties. ,"Jennings, Ivor, Sir.",English,,"Dive into the power struggles and evolution of political parties in ""Party Politics: The Growth of Parties."" 
","Dive into the evolution of power with Party Politics Vol. 2: The Growth of Parties and witness how political landscapes transform.
"
06ec552f-e5ad-43dc-bf4b-b3ab3e2f3821,Some aspects of semantic structure in standard Thai [microform] / by Thomas Wilson Gething. ,"Gething, Thomas W. (Thomas Wilson), 1939-",English,,"Unlock the secrets of meaning in Thai language! Dive into ""Some aspects of semantic structure in standard Thai"" by Thomas Gething. 
","Unlock the secrets of Thai language: explore the fascinating semantic structures within.
"
986a00fd-5377-425d-a3a5-f53e7fd25aad,The problem of pain / C.S. Lewis. ,"Lewis, C. S. (Clive Staples), 1898-1963.",English,,"C.S. Lewis tackles life's toughest question: If God is good, why do we suffer? 
","Confront the age-old question of suffering with C.S. Lewis's The Problem of Pain and discover a path to understanding.
"
f185323a-50ab-4caa-9d8e-43012c026149,Tennyson : an illustrated life / Norman Page. ,"Page, Norman.",English,,"**Dive into the world of Tennyson with stunning visuals in this captivating illustrated biography.** 
","Delve into the illustrated life of Tennyson: poetry, passion, and a portrait of a literary icon.
"
11583e20-6ebe-4ce8-b90c-fb9e69a44a58,Apa arti hidup / Hadijah Salim. ,"Salim, Hadiyah.",Indonesian,,"Temukan ""Apa Arti Hidup"" bersama Hadijah Salim dan mulai perjalanan pencarian jati dirimu. 
","Temukan arti hidupmu dalam ""Apa Arti Hidup"" karya Hadijah Salim.
"
c3b83bbb-93e9-4784-aa26-fa3f18238fbb,Dog days Bogotá / Alec Soth. ,"Soth, Alec, 1969-",English,,"Alec Soth captures the soul of Bogotá through a canine lens. Explore the city's unseen side in *Dog Days Bogotá*. 
","Experience the vibrant pulse of Bogotá through Alec Soth's lens in Dog Days Bogotá.
"
fcdc7f2b-406e-4085-8aff-0296e1f61ffa,The fate of Hong Kong / Gerald Segal. ,"Segal, Gerald, 1953-",English,,"Hong Kong's future hangs in the balance. Dive into Gerald Segal's insights on its fate. 
","Discover the future of Hong Kong and its compelling story in Gerald Segal's insightful exploration.
"
1b698dcd-76e7-4fff-bdab-2e48029f16d0,California girls! / Ann M. Martin. ,"Martin, Ann M., 1955-",English,,"Sun, secrets, and self-discovery await in California. Dive into Ann M. Martin's latest! 
","Sun, surf, and secrets await in California girls! Grab your copy for a dose of West Coast drama.
"
bf529750-5303-4184-b8fc-506da66181af,Systems documentation manual. ,National Computing Centre Limited.,English,,"**Unlock the secrets behind tech!** Dive into the ""Systems Documentation Manual"" and learn how software really works. 
","Master the systems: Dive into the Systems Documentation Manual and unlock the secrets of computing.
"
3259d5df-b50c-4cc4-bd4b-7f603d5ca831,Communications and national integration in Sundanese villages : implications for communications strategy / by Karl D. Jackson and Johannes Moeliono. ,"Jackson, Karl Dion.",English,,"**Explore how communication shapes communities in rural Indonesia!** 
","Explore how communication shapes community in Sundanese villages and discover its impact on national unity.
"
cf74c219-9c65-4a9d-9f43-a1e5a8356f7a,Practical paperwork : policy making & development planning for the primary school library / Kay Harrison & Tricia Adams. ,"Harrison, Kay, 1962-",English,,"**Need help navigating school library policies and planning? This practical guide has you covered.** 
","Level up your library game:  master the essential paperwork of policy and planning with Practical Paperwork.
"
030acf35-3495-4a22-bba7-4a27c5924e16,Englebrecht : the South African prisoner who governed Yala / [Wijeysinghe Beligalla ; translated by Amantha Perera and Nazeem Ismail]. ,"Beligalla, Wijeysinghe.",English|snh,,"A South African prisoner ruling a Sri Lankan province? Uncover the captivating story of Englebrecht. 
","Uncover the untold story of Englebrecht, the South African captive who rose to power in Yala.
"
3bc61475-1eeb-4d5a-a6f6-bcedc041aa04,John Ruskin. ,"Quennell, Peter.",English,,"Dive into the world of John Ruskin, the influential art critic who wasn't afraid to challenge the status quo. 
","Dive into the world of John Ruskin with Peter Quennell's insightful biography.
"
74da70c5-632d-4f2d-973b-56a1e6f2b81f,"Toward the development of Philippine national security capability, 1920-1940 [microform] : with special reference to the Commonwealth period, 1935-1940 / by Suzanne Gronemeyer Carpenter. ","Carpenter, Suzanne.",English,,"**Discover how the Philippines built its national security from 1920-1940, a pivotal period leading up to WWII.** 
","Uncover the untold story of the Philippines' fight for national security in the turbulent pre-WWII era.
"
9043fcdc-8a3a-4ba8-b104-e0305b118d0f,One / by Kathryn Otoshi. ,"Otoshi, Kathryn.",English,A number/color book reminding us that it just takes one to make everyone count. ,"**One person can change everything. Discover how in Kathryn Otoshi's powerful color story, ""One.""** 
","Discover how just one can make everyone count in Kathryn Otoshi's powerful story, One.
"
3fa78fd3-2248-4644-b354-75e116190ba8,"Pièces bréves = Short pieces : for piano solo, op. 84 / Fauré. ","Fauré, Gabriel, 1845-1924.",English,,"Dive into Fauré's world of emotion with ""Short Pieces for Piano"": 13 captivating miniatures to ignite your soul. 
","Unite with Gabriel Fauré's musical genius through Short Pieces, Op. 84 – a captivating piano solo collection awaiting your touch.
"
181c162b-911e-43be-a618-635bf52b8745,Wodwo. ,"Hughes, Ted, 1930-",English,,"Dive into Ted Hughes' ""Wodwo"" – where poems become portals to wild landscapes and primal emotions. 
","Unleash your inner Wodwo and explore the wild within.
"
bbc94c1f-2089-4960-a228-f074a5860bbb,Maze dances : for violin solo (1973) / John McCabe. ,"McCabe, John, 1939-",English,,"**Get lost in the intricate melodies of John McCabe's ""Maze Dances"" for solo violin, a captivating journey for the musically curious.** 
","Unravel the intricate melodies of John McCabe's Maze Dances: a captivating violin solo experience awaits.
"
fc0b3348-8faa-4641-b9b1-5c3f081e42a8,"Ancient civilizations / Christopher Scarre, Brian M. Fagan. ","Scarre, Christopher.",English,,"**Uncover the secrets of our past. Explore ""Ancient Civilizations"" today!** 
","Unearth the secrets of Ancient Civilizations and journey through the fascinating history of humankind.
"
b6e39937-4939-466a-b2e9-ee46b9e54d1f,"The benchmarking implementation guide / by H. James Harrington, James S. Harrington. ","Harrington, H. J. (H. James)",English,"This text presents a benchmarking implementation programme that can be applied in various corporate situations. It distinguishes between different types of benchmarking - product, service, process, equipment, and so on - and shows how to employ any types. ","**Unlock the secrets to success with ""The Benchmarking Implementation Guide"" - discover how top companies stay ahead!** 
","Unlock your potential with The Benchmarking Implementation Guide and discover how to elevate your skills and strategies in any field.
"
226c561f-0bbd-4965-a91c-557b625a3385,The age of caricature : satirical prints in the reign of George III / by Diana Donald. ,"Donald, Diana.",English,A study of history and satire in cartoons of the late eighteenth century. ,"Unmask 18th-century Britain: Laugh (and cringe) at the savage satire of George III's reign. 
","Dive into the biting wit and political scandals of 18th-century England through the satirical lens of The Age of Caricature.
"
bb8a04fd-febc-447d-ba58-e8e381c8fec4,Developing entrepreneurial skills : essential skills for facilitating strategic change and corporate development in SMEs / Tow Khee Kin. ,"Tow, Khee Kin.",English,,"**Want to shake things up and make a difference? Discover the essential skills for entrepreneurial success.** 
","Forge your future: Learn the essential skills to drive change and innovation in the dynamic world of SMEs with Developing Entrepreneurial Skills.
"
55b61cde-32e6-4646-9e49-35e366ffa1e9,பெரிய புராணத்தில் வரலாற்றுக் கூறுகள் [manuscript] : ஓர் ஆய்வு / வ. சம்பந்தம். Periya purāṇattil varalār̲r̲uk kūr̲ukaḷ [manuscript] : ōr āyvu / Va. Campantam. ,"சம்பந்தம், வ.|Campantam, Va.",Tamil,,"Dive into Tamil history with ""Periya Puranattil Varalarruk Koorugal"" - uncover the historical threads woven within the epic! 
","பெரிய புராணத்தின் வரலாற்றுக் கூறுகளை ஆராய்ந்து சம்பந்தம் எழுதியுள்ள இந்தப் புத்தகத்தில், புதிய கோணத்தில் வரலாற்றை அறிந்து கொ"
1757600e-ccb4-486d-b3b1-cbbb90e19fd5,ஈழத்து நாட்டார் பாடல்கள் : மட்டக்களப்பு மாவட்டம் ஆய்வும் மதிப்பீடும் / இ. பாலசுந்தரம். Ilattu nattar patalkal : Mattakkalappu mavattam ayvum matippitum / I. Palacuntaram. ,"பாலசுந்தரம், இளையதம்பி.|Palacuntaram, Ilaiyatampi.",Tamil,Critical interpretation of folk songs of Sri Lanka; includes some songs. ,"Dive into the vibrant folk music of Sri Lanka's Eastern Province with this captivating analysis and song collection. 
",இலங்கையின் மட்டக்களப்பு மாவட்ட நாட்டுப்புறப் பாடல்களின் ஆழமான விளக்கங்களையும் பாடல்களையும் அனுபவிக்க ஈழத்து நாட்டார் பாட
48279287-ff92-4625-91b7-c0b871dd6782,சமூகவியல் கட்டுரைகள் = Essays in sociology / அ. றொபின்சன். Camūkaviyal kaṭṭuraikaḷ = Essays in sociology / A. Ropin̲can̲. ,"றொபின்சன், அ. (அந்தோனிமுத்து)|R̲opin̲can̲, A. (Antōn̲imuttu)",Tamil,,"Dive into thought-provoking Tamil essays on society by A. Robinson in ""Essays in Sociology."" 
",சமூகத்தின் பல கோணங்களை ஆராயும் அற்புதமான கட்டுரைகளின் தொகுப்பான 'சமூகவியல் கட்டுரைகள்'  உங்களை சிந்த
59cdbabc-3a8f-4aec-85fb-742d779a2d0b,"சுவையான சிக்கன், மட்டன் சமையல் / ஆக்கியோர், மணிமேகலைப் பிரசுர ஆசிரியர் குழு ; பதிப்பாசிரியர், லேனா தமிழ்வாணன். Cuvaiyān̲a cikkan̲, maṭṭan̲, camaiyal / ākkiyōr, Maṇimēkalaip Piracura Āciriyar Kul̲u ; patippāciriyar, Lēn̲ā Tamil̲vāṇan̲. ",,Tamil,,"Craving delicious chicken & mutton dishes? This cookbook has your next feast covered! 🍗🍖 
","சிக்கன், மட்டன் பிரியர்களே! சுவையான சமையல் குறிப்புகளுக்காக ""சுவையான சிக்கன், மட்டன் சமையல்"" புத்தகத்தை இன்ற"
49549b64-b3c8-436a-be02-74351d5ba85f,"இராமாயணம் [videorecording] / தயாரிப்பு & இயக்கம், ராமானந்த் சாகர். Irāmāyaṇam [videorecording] / tayārippu & iyakkam, Rāmān̲ant Cākar. ",,Tamil,,"Relive the epic tale of Ramayana, brought to life by Ramanand Sagar in this captivating Tamil rendition. 
","ராமானந்த் சாகரின் இராமாயணம் -  தமிழில் ஒரு காவியப் பயணம், இப்போதே காண்க!
"
3821598d-3585-4656-b784-1a275f09daad,பிரம்மாண்டமான விண்வெளி. Pirammāṇṭamān̲a viṇveḷi. ,,Tamil,,"Dive into the wonders of ""Pirammāṇṭamān̲a viṇveḷi"" and explore the vastness of space! 
","பிரம்மாண்டமான விண்வெளியில் ஒரு அற்புதமான பயணத்திற்குத் தயாராகுங்கள்!
"
284c87c9-f870-4539-b957-25bde272c621,பின்பற்றப்பட வேண்டிய சைவ சமயதத்துவங்கள் / தனபாக்கியம் குணபாலசிங்கம். Pin̲par̲r̲appaṭa vēṇṭiya caiva camayatattuvaṅkaḷ / Tan̲apākkiyam Kuṇapālaciṅkam. ,தனபாக்கியம் குணபாலசிங்கம்.|Tan̲apākkiyam Kuṇapālaciṅkam.,Tamil,,"Explore the core principles of Shaivism with 'Pinparrappata Ventiya Caiva Camayatattuvankal' - a must-read for understanding this ancient faith. 
",சைவ சமய தத்துவங்களைப் பின்பற்றி வாழ்வின் அர்த்தத்தைத் தேடத் தயாரா?  பின்பற்றப்பட வேண்டிய சைவ சமயத
1c7ab678-fb7b-4362-a971-a1f228ef60ca,மனசு : 2003-ஆம் ஆண்டின் சிறந்த சிறுகதைகள். Man̲acu : 2003-ām āṇṭin̲ cir̲anta cir̲ukataikaḷ. ,,Tamil,,"Dive into the best Tamil short stories of 2003 with ""Manasu""! 
","2003ன் சிறந்த சிறுகதைகளை  உங்கள் மனசு தொட  வாருங்கள்.
"
b15a8c84-6901-4b26-9339-615cf09be027,ஜீனோம்! / சுஜாதா. Jīn̲ōm! / Cujātā. ,"சுஜாதா, 1935-2008.|Cujātā, 1935-2008.",Tamil,,"Unravel the mysteries of the human code with Sujatha's 'Genome!' - a thrilling dive into science and suspense. 
","ஜீனோம்! - சுஜாதாவின் அறிவியல் புனைவு உலகில் ஒரு பரபரப்பான பயணம்.
"
a160edcd-e98f-43ba-93b4-04724b7779bd,"முள்ளம்பன்றியும் பாம்புகளும் = The porcupine and the snakes / chief editor, English, Dr. Radha Krishna Pillai ; chief editor, Tamil, Dr. K. Ramasamy. Muḷḷampan̲r̲iyum pāmpukaḷum = The porcupine and the snakes / chief editor, English, Dr. Radha Krishna Pillai ; chief editor, Tamil, Dr. K. Ramasamy. ",,Tamil|English,,"Dive into a world of Tamil-English storytelling with ""The Porcupine and the Snakes"" - a captivating tale edited by literary masters. 
",A porcupine and snakes face off - dive into this Tamil and English tale of wit and survival. முள்ளம்பன்றியும் பாம்புகளும் - புத்திசாலித்தனமும் உயிர்வாழ்தல
f557f5ad-a307-41b4-acfe-ec2337a23adb,மகான்கள் அருளிய மாணிக்கக் கதைகள் / பட்டத்திமைந்தன். Makān̲kaḷ aruḷiya māṇikkak kataikaḷ / Paṭṭattimaintan̲. ,பட்டத்திமைந்தன்.|Paṭṭattimaintan̲.,Tamil,,"Unlock ancient wisdom and captivating tales with ""Makān̲kaḷ aruḷiya māṇikkak kataikaḷ"" - stories of enlightenment await! 
","மகான்களின் அருளாற்றலும், மாணிக்கக் கதைகளின் மகிமையும் உனக்காகக் காத்திருக்கின்றன!
"
a5ad406a-278f-4e0a-8aca-592ad504f34e,தமிழகக் கோவில்களும் வழிபாட்டு முறைகளும் / தமிழ்காந்தன். Tamil̲akak kōvilkaḷum val̲ipāṭṭu mur̲aikaḷum / Tamil̲kāntan̲. ,தமிழ்காந்தன்.|Tamil̲kāntan̲.,Tamil,,"Discover the captivating world of Tamil Nadu's temples and rituals with ""Tamil̲akak kōvilkaḷum val̲ipāṭṭu mur̲aikaḷum."" 
","தமிழகக் கோவில்களின் மகத்துவமும் வழிபாட்டு முறைகளின் ஆழமும் அறிய, தமிழ்காந்தனின் இந்தப் புத்தகத்தை வாசித்துப்"
8362aaf5-3ed0-4d10-b0ed-1489e1ebbacd,"காந்திஜியின் கடிதங்கள் / மகாத்மா காந்தி ; ஆசிரியர், ஜெயமணி சுப்பிரமணியம் ; தமிழாக்கம், கா. திரவியம். Kāntijiyin̲ kaṭitaṅkaḷ / Makātmā Kānti ; āciriyar, Jeyamaṇi Cuppiramaṇiyam ; Tamil̲ākkam, Kā. Tiraviyam. ","காந்தி, மகாத்மா, 1869-1948.|Gandhi, Mahatma, 1869-1948.",Tamil,"Mīrāpen̲, Rājkumāri Amirut Kaur, Maṇipen̲ Paṭṭēl, Estar 'pēriṅ ākiya cakōtarikaḷukkuk kur̲ippāka avaravar contap piraccan̲aikaḷaiyum, potuvāka araciyal piraccan̲aikaḷaiyumoṭṭi Makātmā Kānti el̲utiya car̲r̲ēr̲ak kur̲aiya āyiram kaṭitaṅkaḷ aṭaṅkiyuḷḷatu innūl. |மீராபென், ராஜ்குமாரி அமிருத் கௌர், மணிபென் பட்டேல், எஸ்தர் ஃபேரிங் ஆகிய சகோதரிகளுக்குக் குறிப்பாக அவரவர் சொந்தப் பிரச்சனைகளையும், பொதுவாக அரசியல் பிரச்சனைகளையுமொட்டி மகாத்மா காந்தி எழுதிய சற்றேறக் குறைய ஆயிரம் கடிதங்கள் அடங்கியுள்ளது இந்நூல். ","Dive into the personal and political world of Mahatma Gandhi through a collection of letters written to his closest confidantes. 
",மகாத்மா காந்தியின் ஆயிரம் கடிதங்களின் வாயிலாக அவரது சொந்த மற்றும் அரசியல் சிந்தனைகளைத் தமிழில்  உள்வாங்கிக் கொள்ளுங்கள்.
a0dedf0e-8f24-4937-901b-6aea06a89d6e,பேராசிரியர் சுந்தரம்பிள்ளையின் மனோன்மணியம் : வினா-விடை நோக்கில் / ரா. சீனிவாசன். Pērāciriyar Cuntarampiḷḷaiyin̲ man̲ōn̲maṇiyam : vin̲ā-viṭai nōkkil / Rā. Cīn̲ivācan̲. ,"சீனிவாசன், ரா., 1923-|Cīn̲ivācan, Rā., 1923-",Tamil,,"Unravel the magic of Professor Sundarampillai's Manonmaniyam through insightful Q&A. 
",மனோன்மணியத்தைப் புரிந்துகொள்ள வினா-விடை வழியில் பேராசிரியர் சுந்தரம்பிள்ளையின் அரிய விளக்கங்களோடு இந்தப் பு
32d69ee4-62f5-4ce6-acc6-6d57ddbe36c7,"அனைத்துலகத் தமிழ் ஓலைச்சுவடிகள் அட்டவணை / தொகுப்பாசிரியர்கள்: கா.செ. செல்லமுத்து, ப.வெ. நாகராசன், த. பத்மநாபன். An̲aittulakat Tamil̲ ōlaiccuvaṭikaḷ aṭṭavaṇai / tokuppāciriyarkaḷ: Kā.Ce. Cellamuttu, Pa.Ve. Nākarācan̲, Ta. Patmanāpan̲. ",,Tamil,,"Uncovering Tamil's ancient secrets? Dive into a global catalog of palm-leaf manuscripts! 
","உலகெங்கும் பரந்து விரிந்த தமிழ் ஓலைச்சுவடிகளின் அரிய தொகுப்பைத் தேடி, அனைத்துலகத் தமிழ் ஓலைச்சுவட"
b3ecade3-aef3-4ebb-b6d2-8821fa764b46,கவரிமான் : வரலாற்று நாடகம்  / ஆ. கந்தசாமி. Kavarimān̲ : varalār̲r̲u nāṭakam / Ā. Kantacāmi. ,"கந்தசாமி, ஆ., 1940-|Kantacāmi, Ā., 1940-",Tamil,,"Dive into Tamil history with ""Kavarimaan""! This historical drama by A. Kantacami promises intrigue and adventure. 
","கவரிமான் - வரலாற்று நாடகத்தின் சுவாரஸ்ய உலகில் மூழ்கி, காலத்தால் மறக்கப்பட்ட ஒரு கதையைத் தரிசிக்க இன்றே"
6deef4ee-f83b-4700-99ea-8556de1f62c7,"இலக்கிய வாழ்வியல் நெறி : ஆய்வுக் கட்டுரைகள் / தொகுப்பாசிரியர், சோ. குருசாமி. Ilakkiya vāl̲viyal ner̲i : āyvuk kaṭṭuraikaḷ / Tōkuppāciriyar, Cō. Kurucāmi. ",,Tamil,,"**Explore the essence of life through literature! Dive into insightful essays in ""Ilakkiya Vaalviyal Neri"".** 
",வாழ்வியல் நெறிகளை ஆராயும் ஆய்வுக் கட்டுரைகளின் தொகுப்பான இலக்கிய வாழ்வியல் நெறியை வாசித்து அறிவை வ
1f08cc61-7c7d-4762-abe4-f2ed38435ffb,உலகப் புகழ் பெற்ற சொற்பொழிவுகள் 100 / என். ஸ்ரீநிவாஸன். Ulakap pukal̲ per̲r̲a cor̲pol̲ivukaḷ 100 / En̲. Srīnivāsan̲. ,"ஸ்ரீநிவாஸன், என்., 1938-|Srīnivāsan̲, En̲., 1938-",Tamil,,"Dive into ""100 Famous Speeches"" and explore powerful words that shaped history, delivered by captivating voices. 
","உலகை மாற்றிய 100 சொற்பொழிவுகளின் வலிமையைக் கண்டறிய வாருங்கள்!
"
42145c62-91a4-43d8-8883-ea92b2629211,காம சூத்திரம் / வாத்ஸ்யாயனார். Kāma cūttiram / Vātsyāyan̲ār. ,வாத்ஸ்யாயனார்.|Vātsyāyan̲ār.,Tamil,,"Discover the ancient wisdom of love and relationships with Vatsyayana's Kama Sutra, now in Tamil. 
","காதல், வாழ்வு, இன்பம் -  வாத்ஸ்யாயனாரின் காமசூத்திரம் உலகைப் புரிந்துகொள்ள ஒரு  பயணம்.
"
86a14088-5399-4a10-80eb-55f32b0ddf9f,மேளகர்த கர்ணமாலிகா / அசோக். ஆர். மாதவ். Mēḷakarta karṇamālikā / Acōk. Ār. Mātav. ,"மாதவ் அசோக். ஆர்.|Mātav, Acōk. Ār.",Tamil,,"Dive into the melodic world of Carnatic music with ""Melakarta Karnamalika"" by Ashok R. Madhav. 
","மேளகர்த கர்ணமாலிகாவின் இசைப் பயணத்தில் இணைந்து மாதவின் உலகில் மூழ்கிவிடுங்கள்.
"
7d404ece-50cf-486f-b260-cb0d157d7bde,லெனின்  [videorecording] : எதிர்காலத்திற்கான வரலாறு = Lenin : history for the future. Len̲in̲  [videorecording] : etirkālattir̲kān̲a varalār̲u = Lenin : history for the future. ,,Tamil,,"Dive into the legacy of Lenin and explore how his impact continues to shape our future.  
","லெனின்: எதிர்காலத்தைப் புரிந்துகொள்ள அவரது வரலாற்றைத் தெரிந்துகொள்ளுங்கள்.
"
e84390f5-976a-48e6-89dd-cc8dd10f5859,கீதமாலா. 2 / அம்புஜம் கிருஷ்ணா. Kītamālā. 2 / Ampujam Kiruṣṇā. ,அம்புஜம் கிருஷ்ணா.|Ampujam Kiruṣṇā.,Tamil,,"Dive into the musical world of Tamil poetry with ""Geethamala 2"" by Ampujam Krishna. 
","கீதமாலா 2 - இசை, காதல், வாழ்க்கை... அம்புஜம் கிருஷ்ணாவின் இரண்டாம் பாகத்தில் தொடரும் இனிய பயணம்"
75c6c31e-e7c5-481b-b7a8-9e68f246a50c,சவிட்டு நாடகம் : ஆய்வும் பதிப்பும் / ப. செல்வராஜ். Caviṭṭu nāṭakam : āyvum patippum / Pa. Celvarāj. ,"செல்வராஜ், ப.|Celvarāj, Pa.",Tamil|English,,"Uncover the secrets of ""Cavittu Natakam"" in this insightful study and edition by Pa. Celvaraj. 
","Uncover the secrets of Cavittu Natakam: Explore Tamil drama with this insightful analysis and commentary.
"
280ea640-c870-49d6-bd78-21d9382aa6dd,இரண்டாவது முகம் / நீல பத்மநாபன். Iraṇṭāvatu mukam / Nīla Patmanāpan̲. ,"பத்மநாபன், நீல, 1938-|Patmanāpan̲, Nīla, 1938-",Tamil,,"Journey into the depths of human emotion with ""Irantavatu Mukam"" by Nila Patmanaban, a captivating Tamil novel exploring hidden identities and the power of the past. 
","இரண்டாவது முகம் - மறைக்கப்பட்ட முகத்தின் மர்மம் என்ன?
"
14acdf9a-f59f-4686-a0b5-f5e66d73864b,தமிழில் தலித் நாவல்கள் / வே. முத்தன். Tamil̲il talit nāvalkaḷ / Vē. Muttan̲. ,"முத்தன், வே.|Muttan̲, Vē.",Tamil,,"Dive into the world of Tamil Dalit literature with ""Tamil̲il talit nāvalkaḷ,"" a captivating exploration by Vē. Muttan̲. 
",தமிழ் இலக்கியத்தின் வழியே தலித் வாழ்வின் அழுத்தமான பக்கங்களை அனுபவியுங்கள் - முத்தனின் தமிழில் தலித் நாவல்கள்
